,RevalYear,TaxYear,LandValue,BuildingValue,ObxfValue,TotalMarketValue,DeferredValue,TotalAssessedValue,buildingId,id,BuildingNumber,ImprovementType,ValuationModel,QualityCode,ActualYearBuilt,HeatedAreaCard,BedroomCountTotal,BathCountTotal,HalfBathCountTotal,ParcelID,ParcelNumber
128,2023,2023,90000,932080,0,1022080,0,1022080,1,2604A004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"2,832 sqft",3,3,0,13620318,2604A004
129,2023,2023,90000,733310,0,823310,0,823310,1,2603A009,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1989,"1,740 sqft",3,2,0,13620303,2603A009
130,2023,2023,90000,656210,2740,748950,0,748950,1,2604B003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1987,"2,536 sqft",3,2,0,13620349,2604B003
131,2023,2023,90000,645210,0,735210,0,735210,1,2604B033,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"1,477 sqft",3,2,0,14234667,2604B033
132,2023,2023,90000,816940,0,906940,0,906940,1,2604B030,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1995,"2,649 sqft",3,2,1,13620375,2604B030
133,2023,2023,90000,683260,3610,776870,0,776870,1,2604B010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1988,"1,824 sqft",3,2,1,13234881,2604B010
134,2023,2023,995000,938990,27560,1961550,0,1961550,1,2604G003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1992,"3,355 sqft",4,3,0,12956130,2604G003
135,2023,2023,175000,1398040,23370,1596410,0,1596410,1,2604G032,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"2,556 sqft",3,3,0,12956123,2604G032
136,2023,2023,995000,800880,42490,1838370,0,1838370,1,2604G019,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1989,"2,408 sqft",3,2,0,13620511,2604G019
137,2023,2023,895500,1135330,40760,2071590,0,2071590,1,2604G020,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1996,"2,078 sqft",4,3,0,13620512,2604G020
138,2023,2023,175000,854930,230,1030160,0,1030160,1,2604G022,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"2,848 sqft",4,4,1,13620514,2604G022
139,2023,2023,90000,612940,0,702940,0,702940,1,2604D020,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1995,"1,805 sqft",3,3,0,13620446,2604D020
140,2023,2023,995000,1677340,5860,2678200,0,2678200,1,2604F004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1989,"4,857 sqft",6,6,1,13620470,2604F004
141,2023,2023,90000,510480,400,600880,0,600880,1,2604E013,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1990,"1,656 sqft",3,2,1,14069828,2604E013
142,2023,2023,90000,580340,0,670340,0,670340,1,2604E014,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"2,078 sqft",4,2,1,13620462,2604E014
143,2023,2023,75000,546320,400,621720,0,621720,1,2604E017,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1990,"1,961 sqft",4,2,1,13620465,2604E017
144,2023,2023,995000,652980,2190,1650170,0,1650170,1,2604F031,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1989,"1,856 sqft",3,2,1,13620491,2604F031
145,2023,2023,175000,546670,450,722120,0,722120,1,2604F025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1985,"2,104 sqft",3,2,0,12956133,2604F025
146,2023,2023,75000,625500,540,701040,0,701040,1,2604D006,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,962 sqft",3,2,1,12956148,2604D006
147,2023,2023,75000,625500,540,701040,0,701040,1,2604D006,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,962 sqft",3,2,1,12956148,2604D006
148,2023,2023,160000,1029950,450,1190400,0,1190400,1,2643B022,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,543 sqft",3,2,1,13603412,2643B022
149,2023,2023,990000,889030,2300,1881330,0,1881330,1,2643O025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"3,010 sqft",4,3,0,13603654,2643O025
150,2023,2023,500000,697360,2590,1199950,0,1199950,1,26500005,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1983,"2,745 sqft",3,3,0,13603732,26500005
151,2023,2023,338000,576010,0,914010,0,914010,1,26500032,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"1,460 sqft",2,1,1,13603760,26500032
152,2023,2023,160000,513190,3480,676670,0,676670,1,2643B023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1990,"1,201 sqft",4,3,0,12206294,2643B023
153,2023,2023,160000,852290,6050,1018340,0,1018340,1,2643B024,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1991,"2,198 sqft",4,3,1,13603414,2643B024
154,2023,2023,160000,660940,5630,826570,0,826570,1,2643B025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1985,"2,341 sqft",4,3,0,13603415,2643B025
155,2023,2023,700000,871690,0,1571690,0,1571690,1,2643C008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1988,"3,639 sqft",4,3,1,14263686,2643C008
156,2023,2023,560000,740770,5990,1306760,0,1306760,1,2643C010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1987,"2,770 sqft",4,3,0,13603446,2643C010
157,2023,2023,560000,614720,1730,1176450,0,1176450,1,2643C012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1987,"2,122 sqft",4,3,0,13603448,2643C012
158,2023,2023,960000,900780,4610,1865390,0,1865390,1,2643C019,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1989,"2,967 sqft",5,4,1,13603455,2643C019
159,2023,2023,525000,1795490,0,2320490,0,2320490,1,2643A002,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1988,"2,975 sqft",5,5,0,13603335,2643A002
160,2023,2023,560000,739940,490,1300430,0,1300430,1,2643D028,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,"2,012 sqft",3,3,0,13603499,2643D028
161,2023,2023,560000,966480,0,1526480,0,1526480,1,2643E004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"3,022 sqft",5,4,0,13603508,2643E004
162,2023,2023,560000,1419100,10320,1989420,0,1989420,1,2643E015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1999,"2,656 sqft",3,3,1,13603519,2643E015
163,2023,2023,560000,772500,0,1332500,0,1332500,1,2643E014,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"1,966 sqft",4,2,1,13603518,2643E014
164,2023,2023,960000,1540290,3180,2503470,0,2503470,1,2643E026,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1995,"4,013 sqft",4,4,0,13603530,2643E026
165,2023,2023,505000,484730,6240,995970,0,995970,1,2643J004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,"1,700 sqft",3,2,1,13603563,2643J004
166,2023,2023,505000,485700,1320,992020,0,992020,1,2643J003,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,"1,400 sqft",3,2,1,13603562,2643J003
167,2023,2023,960000,725120,0,1685120,0,1685120,1,2643F006,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,"2,598 sqft",4,3,0,13603547,2643F006
168,2023,2023,960000,618090,5040,1583130,0,1583130,1,2643F007,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,"2,264 sqft",4,3,0,13603548,2643F007
169,2023,2023,560000,364210,6940,931150,0,931150,1,2643I001,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,"1,306 sqft",3,2,1,13603552,2643I001
170,2023,2023,505000,343400,9140,857540,0,857540,1,2643J002,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1993,988 sqft,2,2,0,13603561,2643J002
171,2023,2023,253500,820810,1890,1076200,0,1076200,1,26500027,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1991,"3,000 sqft",3,4,0,13603754,26500027
172,2023,2023,260000,939590,0,1199590,0,1199590,1,26500039,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1996,"2,570 sqft",4,3,0,12177415,26500039
173,2023,2023,360000,2187580,16220,2563800,0,2563800,1,2642I023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"6,753 sqft",5,4,0,13235022,2642I023
174,2023,2023,3800000,2068750,6820,5875570,0,5875570,1,260JA003,1,69 - COMMERICAL BHI,07 - COMMERCIAL CONST.,4 - ABOVE AVERAGE,1984,"10,771 sqft",0,0,0,13240235,260JA003
175,2023,2023,2700000,1845400,35030,4580430,0,4580430,1,26500001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1900,"1,776 sqft",3,1,0,13603720,26500001
176,2023,2023,90000,654840,7410,752250,0,752250,1,2604C004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,691 sqft",3,3,0,13620405,2604C004
177,2023,2023,90000,557070,0,647070,0,647070,1,2604C015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1982,"1,816 sqft",4,2,0,13620416,2604C015
178,2023,2023,90000,881870,270,972140,0,972140,1,2604C017,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1986,"2,839 sqft",3,4,0,13620418,2604C017
179,2023,2023,75000,871450,0,946450,0,946450,1,2604E016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2001,"2,508 sqft",4,3,1,13620464,2604E016
180,2023,2023,300000,967890,0,1267890,0,1267890,1,2641A001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1989,"2,852 sqft",4,3,1,13621761,2641A001
181,2023,2023,300000,830210,0,1130210,0,1130210,1,2641A006,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"2,152 sqft",3,3,0,13621766,2641A006
182,2023,2023,300000,909550,4320,1213870,0,1213870,1,2641A022,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"2,926 sqft",4,4,0,13621783,2641A022
183,2023,2023,160000,539280,220,699500,0,699500,1,2641I023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1982,"1,620 sqft",3,2,0,12206151,2641I023
184,2023,2023,160000,757330,3460,920790,0,920790,1,2641I059,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1985,"2,344 sqft",4,2,1,13622082,2641I059
185,2023,2023,345000,715030,0,1060030,0,1060030,1,2641I083,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,073 sqft",4,3,1,13622106,2641I083
186,2023,2023,160000,1014850,4800,1179650,0,1179650,1,2641J023,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,538 sqft",4,4,0,13622140,2641J023
187,2023,2023,75000,749740,0,824740,0,824740,1,2641O030,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"2,274 sqft",4,2,2,13622317,2641O030
188,2023,2023,75000,601520,5950,682470,0,682470,1,2642A022,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"1,667 sqft",3,3,0,13602884,2642A022
189,2023,2023,194400,1040600,18060,1253060,0,1253060,1,2642J010,1,69 - COMMERICAL BHI,07 - COMMERCIAL CONST.,3 - AVERAGE,2000,"7,262 sqft",0,0,0,13239023,2642J010
190,2023,2023,750100,758110,7970,1516180,0,1516180,1,2601B016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"2,058 sqft",3,4,0,13620193,2601B016
191,2023,2023,500000,631020,4880,1135900,0,1135900,1,2601B017,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1988,"1,888 sqft",4,3,0,13620194,2601B017
192,2023,2023,330000,776020,340,1106360,0,1106360,1,2601B036,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"1,826 sqft",3,3,0,13620212,2601B036
193,2023,2023,400000,846290,1010,1247300,0,1247300,1,2601B038,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"2,864 sqft",4,4,1,13620214,2601B038
194,2023,2023,400000,831990,8980,1240970,0,1240970,1,2601B039,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,518 sqft",5,4,0,13620215,2601B039
195,2023,2023,400000,683780,8800,1092580,0,1092580,1,2601B042,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1996,"2,820 sqft",3,4,1,13620218,2601B042
196,2023,2023,800000,930030,2800,1732830,0,1732830,1,2601B052,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,174 sqft",4,4,1,13620228,2601B052
197,2023,2023,1200000,1205870,1140,2407010,0,2407010,1,2601B073,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2001,"2,868 sqft",4,3,0,13620250,2601B073
198,2023,2023,1200000,1161420,2330,2363750,0,2363750,1,2601B074,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"2,275 sqft",4,3,0,13620251,2601B074
199,2023,2023,750000,920720,1400,1672120,0,1672120,1,2601B079,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2001,"1,852 sqft",3,4,0,13620259,2601B079
200,2023,2023,330000,785570,0,1115570,0,1115570,1,2601B087,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"1,724 sqft",3,3,1,13620271,2601B087
201,2023,2023,750000,925990,9110,1685100,0,1685100,1,2601B110,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"2,988 sqft",3,3,1,13620288,2601B110
202,2023,2023,90000,954320,0,1044320,0,1044320,1,2603A005,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,687 sqft",4,2,1,13620299,2603A005
203,2023,2023,504000,1954530,21000,2479530,0,2479530,1,2642J015,1,69 - COMMERICAL BHI,07 - COMMERCIAL CONST.,4 - ABOVE AVERAGE,2000,"11,528 sqft",0,0,0,13238985,2642J015
204,2023,2023,75000,746350,0,821350,0,821350,1,2642M005,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,342 sqft",3,2,1,13603283,2642M005
205,2023,2023,300000,1070350,0,1370350,0,1370350,1,2643A035,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2001,"2,320 sqft",3,3,0,13603368,2643A035
206,2023,2023,560000,1214540,14280,1788820,0,1788820,1,2643C003,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,646 sqft",4,4,1,13603440,2643C003
207,2023,2023,465000,1071560,480,1537040,0,1537040,1,2643C013,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,750 sqft",4,4,1,13603449,2643C013
208,2023,2023,960000,1677960,870,2638830,0,2638830,1,2643D008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1998,"2,940 sqft",6,5,0,13603479,2643D008
209,2023,2023,465000,1197200,1920,1664120,0,1664120,1,2643E018,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1998,"2,950 sqft",5,5,0,13603522,2643E018
210,2023,2023,960000,915260,13780,1889040,0,1889040,1,2643E025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"2,656 sqft",3,3,0,13603529,2643E025
211,2023,2023,505000,376460,4650,886110,0,886110,1,2643F001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1992,"1,360 sqft",2,2,0,13603540,2643F001
212,2023,2023,625000,358760,5140,988900,0,988900,1,2643F005,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1992,"1,173 sqft",2,2,0,13603546,2643F005
213,2023,2023,505000,369110,3860,877970,0,877970,1,2643K006,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,150 sqft",3,2,1,13603570,2643K006
214,2023,2023,505000,353400,3860,862260,0,862260,1,2643K005,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1994,"1,150 sqft",3,2,1,14264813,2643K005
215,2023,2023,505000,499330,9570,1013900,0,1013900,1,2643M022,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1995,"1,348 sqft",3,3,0,13603598,2643M022
216,2023,2023,625000,727510,10650,1363160,0,1363160,1,2643M026,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"2,152 sqft",4,4,0,13603603,2643M026
217,2023,2023,990000,1183120,2310,2175430,0,2175430,1,2643O024,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"3,508 sqft",4,5,0,13603653,2643O024
218,2023,2023,825000,1150910,0,1975910,0,1975910,1,26500015,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1999,"2,192 sqft",3,3,0,13603744,26500015
219,2023,2023,140000,824420,1570,965990,0,965990,1,2654C029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"1,354 sqft",3,3,0,13603868,2654C029
220,2023,2023,140000,1150620,1120,1291740,0,1291740,1,2654C075,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,6 - SUPERIOR,2001,"1,352 sqft",3,3,1,14271645,2654C075
221,2023,2023,140000,1032970,3850,1176820,0,1176820,1,2654C076,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,028 sqft",4,5,0,13603913,2654C076
222,2023,2023,140000,769380,3200,912580,0,912580,1,2654C077,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"1,522 sqft",4,3,1,13603914,2654C077
223,2023,2023,800000,1251620,400,2052020,0,2052020,1,2601B045,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"2,994 sqft",4,5,0,13620221,2601B045
224,2023,2023,75000,806310,0,881310,0,881310,1,2642B030,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,832 sqft",3,2,1,14256970,2642B030
225,2023,2023,560000,920590,3260,1483850,0,1483850,1,2643E010,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"2,177 sqft",3,2,1,13603514,2643E010
226,2023,2023,140000,820530,6290,966820,0,966820,1,2654C001,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,910 sqft",3,4,0,13603840,2654C001
227,2023,2023,260000,1342980,950,1603930,0,1603930,1,2654C047,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2001,"2,610 sqft",4,3,1,13603886,2654C047
228,2023,2023,312000,1200280,5140,1517420,0,1517420,1,2654C056,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,288 sqft",4,5,0,13603895,2654C056
229,2023,2023,160000,1259710,1120,1420830,0,1420830,1,2643B018,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"3,612 sqft",3,3,1,13603408,2643B018
230,2023,2023,90000,1138170,5130,1233300,0,1233300,1,2604E002,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"2,190 sqft",5,3,0,13620448,2604E002
231,2023,2023,145000,792250,5570,942820,0,942820,1,2654G011,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,308 sqft",2,3,0,13604096,2654G011
232,2023,2023,160000,651830,9460,821290,0,821290,1,2654G012,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,568 sqft",3,3,1,13604097,2654G012
233,2023,2023,145000,585600,11030,741630,0,741630,1,2654G013,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,352 sqft",2,2,1,13604098,2654G013
234,2023,2023,145000,792250,7940,945190,0,945190,1,2654G014,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,308 sqft",2,3,0,13604099,2654G014
235,2023,2023,145000,792250,7360,944610,0,944610,1,2654G015,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,308 sqft",2,3,0,13604100,2654G015
236,2023,2023,300000,1015430,5810,1321240,0,1321240,1,2643A029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,1999,"2,334 sqft",4,2,1,13603362,2643A029
237,2023,2023,75000,561200,670,636870,0,636870,1,2642B016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"1,428 sqft",2,2,0,13602917,2642B016
238,2023,2023,960000,1294670,0,2254670,0,2254670,1,2643D004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"4,287 sqft",5,6,0,13603475,2643D004
239,2023,2023,75000,748550,4100,827650,0,827650,1,2642B025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1999,"2,112 sqft",4,4,0,13602925,2642B025
240,2023,2023,140000,869180,1680,1010860,0,1010860,1,2654C086,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"1,898 sqft",4,3,1,13603923,2654C086
241,2023,2023,90000,891640,1430,983070,0,983070,1,2604B029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"2,752 sqft",4,4,0,13620374,2604B029
242,2023,2023,145000,446350,0,591350,0,591350,1,2654E016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,334 sqft",2,2,1,14265023,2654E016
243,2023,2023,990000,657740,6910,1654650,0,1654650,1,2643O018,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,268 sqft",3,3,1,13603647,2643O018
244,2023,2023,995000,942850,7030,1944880,0,1944880,1,2604F030,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,971 sqft",4,5,0,13620490,2604F030
245,2023,2023,560000,964930,23860,1548790,0,1548790,1,2643E002,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,592 sqft",4,4,0,13603506,2643E002
246,2023,2023,75000,861890,0,936890,0,936890,1,2642E029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,108 sqft",4,3,0,13603098,2642E029
247,2023,2023,650000,608080,0,1258080,0,1258080,1,2601B054,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1995,"1,200 sqft",3,3,0,13620230,2601B054
248,2023,2023,1200000,944940,1570,2146510,0,2146510,1,2601B071,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2000,"2,520 sqft",4,3,1,13620248,2601B071
249,2023,2023,90000,870820,0,960820,0,960820,1,2641J026,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1998,"2,322 sqft",4,4,1,13622143,2641J026
250,2023,2023,140000,748400,5170,893570,0,893570,1,2654F016,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2002,"1,568 sqft",3,3,1,14234720,2654F016
251,2023,2023,504000,992660,39600,1536260,0,1536260,1,2642I004,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,1997,"2,012 sqft",3,4,0,13603192,2642I004
252,2023,2023,560000,1031060,0,1591060,0,1591060,1,2643D025,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"2,860 sqft",5,6,0,13603495,2643D025
253,2023,2023,1250000,907820,27940,2185760,0,2185760,1,2643O034,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,817 sqft",4,4,1,13603663,2643O034
254,2023,2023,140000,922150,1680,1063830,0,1063830,1,2654C082,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"1,912 sqft",3,3,0,13603919,2654C082
255,2023,2023,557500,1275430,5530,1838460,0,1838460,1,2643O006,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"3,456 sqft",4,4,1,13603635,2643O006
256,2023,2023,1782000,2448830,27970,4258800,0,4258800,1,2654B012,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,5 - EXCELLENT,2002,"6,388 sqft",6,6,0,13603837,2654B012
257,2023,2023,75000,690280,0,765280,0,765280,1,2642G029,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,564 sqft",3,2,1,13603172,2642G029
258,2023,2023,131250,938850,330,1070430,0,1070430,1,2642G038,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"2,326 sqft",4,3,1,13603181,2642G038
259,2023,2023,324000,906280,0,1230280,0,1230280,1,2642N008,1,94 - SFR-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2001,"2,624 sqft",3,3,0,13235064,2642N008
260,2023,2023,160000,687720,8780,856500,0,856500,1,2654G010,1,96 - PATIO HOME-BHI,01 - SFR CONSTRUCTION,4 - ABOVE AVERAGE,2003,"1,352 sqft",2,2,1,13604095,2654G010
